Name; x; y; z; scale_x; scale_y; scale_z; rot_x; rot_y; rot_z; TimeEntry; TimeExit
0;0.00000;0.00000;5.00000;0.10000;0.10000;0.10000;0.00000;0.00000;0.00000;5159;9161
0;0.00000;0.00000;5.00000;0.10000;0.10000;0.10000;0.00000;0.00000;0.00000;9774;-1
