Frame; Unity_timestamps; trial; condition; target_x; target_y; target_z; epoch; error ; Eyes_timestamps; px_eye_right; py_eye_right; px_eye_left; py_eye_left; DiameterRight; DiameterLeft; ArduX; ArduY
231;5882;1;0;0;0;5;2;0;68105.871417;143.6357;153.9608;125.4953;88.61481;48.77868;16.98529;0;0
232;5888;1;0;0;0;5;2;0;68105.876877;143.6357;153.9608;125.746;88.61201;48.77868;16.91298;0;0
233;5894;1;0;0;0;5;2;0;68105.884293;143.6125;153.9273;125.4476;88.51182;48.86847;16.9376;0;0
234;5898;1;0;0;0;5;2;0;68105.884293;143.6125;153.9273;125.4476;88.51182;48.86847;16.9376;0;0
235;5905;1;0;0;0;5;2;0;68105.892985;143.5241;153.7712;125.2104;88.42828;49.88482;16.96835;0;0
236;5910;1;0;0;0;5;2;0;68105.892985;143.5241;153.7712;125.2104;88.42828;49.88482;16.96835;0;0
237;5917;1;0;0;0;5;2;0;68105.904052;143.5999;153.8969;125.7496;88.59433;48.84434;16.9188;0;0
238;5921;1;0;0;0;5;2;0;68105.904052;143.5999;153.8969;125.7496;88.59433;48.84434;16.9188;0;0
239;5927;1;0;0;0;5;2;0;68105.914567;143.6035;153.8415;125.3817;88.48193;49.44891;16.93474;0;0
240;5932;1;0;0;0;5;2;0;68105.914567;143.6035;153.8415;125.3817;88.48193;49.44891;16.93474;0;0
241;5936;1;0;0;0;5;2;0;68105.924107;143.6376;153.8953;125.488;88.61797;49.13581;16.98318;0;0
242;5943;1;0;0;0;5;2;0;68105.931629;143.6376;153.8953;125.4677;88.54681;49.13581;16.96184;0;0
243;5948;1;0;0;0;5;2;0;68105.934272;143.5783;153.8255;125.4677;88.54681;49.36867;16.96184;0;0
244;5953;1;0;0;0;5;2;0;68105.940503;143.5783;153.8255;125.2167;88.43152;49.36867;16.9636;0;0
245;5981;1;0;0;0;5;2;0;68105.964734;143.7152;153.9325;125.2843;88.49429;48.94984;16.9629;0;0
246;5985;1;0;0;0;5;2;0;68105.972508;143.5949;153.969;125.7427;88.61032;48.47155;16.92607;0;0
247;5991;1;0;0;0;5;2;0;68105.972508;143.5949;153.969;125.7427;88.61032;48.47155;16.92607;0;0
248;6003;1;0;0;0;5;2;0;68105.991145;143.6101;153.8782;125.5406;88.41065;49.12538;16.85684;0;0
249;6014;1;0;0;0;5;2;0;68106.001546;143.6465;153.8799;125.3456;88.53705;48.90107;16.97559;0;0
250;6019;1;0;0;0;5;2;0;68106.007119;143.6465;153.8799;125.4867;88.5897;48.90107;16.98155;0;0
251;6023;1;0;0;0;5;2;0;68106.010597;143.6067;153.845;125.4867;88.5897;49.05703;16.98155;0;0
252;6029;1;0;0;0;5;2;0;68106.015556;143.6067;153.845;125.7757;88.59777;49.05703;16.90093;0;0
253;6035;1;0;0;0;5;2;0;68106.023701;143.5553;153.8088;96;96;49.51264;-0.0635128;0;0
254;6040;1;0;0;0;5;2;0;68106.023701;143.5553;153.8088;96;96;49.51264;-0.0635128;0;0
255;6044;1;0;0;0;5;2;0;68106.033654;143.618;153.9221;125.4953;88.61481;49.04554;16.98529;0;0
256;6050;1;0;0;0;5;2;0;68106.033654;143.618;153.9221;125.4953;88.61481;49.04554;16.98529;0;0
257;6053;1;0;0;0;5;2;0;68106.042241;143.5856;153.8831;125.5173;88.59843;49.30458;16.97;0;0
258;6059;1;0;0;0;5;2;0;68106.042241;143.5856;153.8831;125.5173;88.59843;49.30458;16.97;0;0
259;6064;1;0;0;0;5;2;0;68106.049475;143.6111;153.8898;125.5751;88.46232;49.0277;16.89655;0;0
260;6070;1;0;0;0;5;2;0;68106.05948;143.6079;153.8987;96;96;48.69676;-0.0635128;0;0
261;6074;1;0;0;0;5;2;0;68106.05948;143.6079;153.8987;96;96;48.69676;-0.0635128;0;0
262;6080;1;0;0;0;5;2;0;68106.068753;143.5896;153.926;125.3455;88.5062;48.86584;16.97112;0;0
263;6085;1;0;0;0;5;2;0;68106.068753;143.5896;153.926;125.3455;88.5062;48.86584;16.97112;0;0
264;6090;1;0;0;0;5;2;0;68106.078479;143.6045;153.9628;125.3476;88.52714;48.6035;16.97428;0;0
265;6095;1;0;0;0;5;2;0;68106.085364;143.6045;153.9628;125.3585;88.5371;48.6035;16.96751;0;0
266;6101;1;0;0;0;5;2;0;68106.087176;143.62;153.9426;125.3585;88.5371;48.83423;16.96751;0;0
267;6106;1;0;0;0;5;2;0;68106.094223;143.62;153.9426;125.476;88.59818;48.83423;16.98277;0;0
268;6133;1;0;0;0;5;2;0;68106.121401;143.6457;153.9507;125.2453;88.43743;49.00201;16.95059;0;0
269;6138;1;0;0;0;5;2;0;68106.121401;143.6457;153.9507;125.2453;88.43743;49.00201;16.95059;0;0
270;6142;1;0;0;0;5;2;0;68106.13023;143.6566;153.9087;125.7407;88.61642;48.94323;16.91923;0;0
271;6148;1;0;0;0;5;2;0;68106.13821;143.6566;153.9087;125.6505;88.58189;48.94323;16.93352;0;0
272;6153;1;0;0;0;5;2;0;68106.139554;143.603;154.029;125.6505;88.58189;48.33698;16.93352;0;0
273;6159;1;0;0;0;5;2;0;68106.147034;143.603;154.029;125.4603;88.61768;48.33698;16.96591;0;0
274;6165;1;0;0;0;5;2;0;68106.14891;143.6053;153.9132;125.4603;88.61768;48.85411;16.96591;0;0
275;6171;1;0;0;0;5;2;0;68106.157766;143.5853;153.9221;125.4222;88.564;48.98499;16.97306;0;0
276;6175;1;0;0;0;5;2;0;68106.164568;143.5853;153.9221;125.5634;88.57258;48.98499;16.98331;0;0
277;6181;1;0;0;0;5;2;0;68106.168098;143.5476;153.8398;125.5634;88.57258;49.31049;16.98331;0;0
278;6186;1;0;0;0;5;2;0;68106.173396;143.5476;153.8398;125.747;88.61941;49.31049;16.91432;0;0
279;6192;1;0;0;0;5;2;0;68106.182292;143.5956;153.832;129.1262;83.73994;49.34494;0;0;0
280;6197;1;0;0;0;5;2;0;68106.182292;143.5956;153.832;125.5118;88.4963;49.34494;16.90938;0;0
281;6201;1;0;0;0;5;2;0;68106.191192;143.6164;153.9016;128.9321;83.63313;49.08037;0;0;0
282;6207;1;0;0;0;5;2;0;68106.191192;143.6164;153.9016;125.2521;88.43382;49.08037;16.94704;0;0
283;6212;1;0;0;0;5;2;0;68106.201335;143.594;153.9259;123.2254;81.98877;48.72982;17.19866;0;0
284;6216;1;0;0;0;5;2;0;68106.201335;143.594;153.9259;123.2254;81.98877;48.72982;17.19866;0;0
285;6221;1;0;0;0;5;2;0;68106.209095;143.6439;153.9518;125.5531;88.45146;48.77271;16.88778;0;0
286;6228;1;0;0;0;5;2;0;68106.217754;143.6439;153.9518;125.261;88.48976;48.77271;16.94805;0;0
287;6233;1;0;0;0;5;2;0;68106.217449;143.6364;153.9367;125.261;88.48976;48.94767;16.94805;0;0
288;6238;1;0;0;0;5;2;0;68106.226197;143.6364;153.9367;125.3217;88.4675;48.94767;16.9553;0;0
289;6243;1;0;0;0;5;2;0;68106.227687;143.6108;153.9158;125.3217;88.4675;48.72155;16.9553;0;0
290;6248;1;0;0;0;5;2;0;68106.235658;143.6108;153.9158;125.4876;88.5983;48.72155;16.98545;0;0
291;6254;1;0;0;0;5;2;0;68106.244076;143.5699;153.8508;125.3893;88.51348;49.37256;16.95262;0;0
292;6258;1;0;0;0;5;2;0;68106.244076;143.5699;153.8508;125.3893;88.51348;49.37256;16.95262;0;0
293;6285;1;0;0;0;5;2;0;68106.260177;143.6074;153.9078;125.2039;88.43839;49.28506;16.95975;0;0
294;6289;1;0;0;0;5;2;0;68106.260177;143.6074;153.9078;125.2039;88.43839;49.28506;16.95975;0;0
295;6294;1;0;0;0;5;2;0;68106.278761;143.5805;153.884;126.8622;88.57912;49.03756;16.64839;0;0
296;6300;1;0;0;0;5;2;0;68106.289537;143.571;153.8276;126.3217;88.63307;49.47523;16.78748;0;0
297;6305;1;0;0;0;5;2;0;68106.289537;143.571;153.8276;126.3217;88.63307;49.47523;16.78748;0;0
298;6310;1;0;0;0;5;2;0;68106.297881;143.6104;153.9245;125.8987;88.58507;48.94174;16.88381;0;0
299;6316;1;0;0;0;5;2;0;68106.297881;143.6104;153.9245;125.8987;88.58507;48.94174;16.88381;0;0
300;6321;1;0;0;0;5;2;0;68106.306787;143.605;153.8788;125.7373;88.51381;49.01366;16.86934;0;0
301;6326;1;0;0;0;5;2;0;68106.306787;143.605;153.8788;125.7373;88.51381;49.01366;16.86934;0;0
302;6332;1;0;0;0;5;2;0;68106.3168;143.6442;153.9197;125.512;88.49772;48.90162;16.92281;0;0
303;6336;1;0;0;0;5;2;0;68106.326285;143.5841;153.8931;125.5029;88.61236;49.14791;16.98231;0;0
304;6342;1;0;0;0;5;2;0;68106.326285;143.5841;153.8931;125.5029;88.61236;49.14791;16.98231;0;0
305;6348;1;0;0;0;5;2;0;68106.33532;143.5605;153.8797;125.3935;88.50898;49.23385;16.95986;0;0
306;6351;1;0;0;0;5;2;0;68106.33532;143.5605;153.8797;125.3935;88.50898;49.23385;16.95986;0;0
307;6357;1;0;0;0;5;2;0;68106.342389;143.5605;153.8797;125.3773;88.52623;49.23385;16.96721;0;0
308;6362;1;0;0;0;5;2;0;68106.350953;143.5542;153.8326;125.4992;88.46887;49.12683;16.90104;0;0
309;6367;1;0;0;0;5;2;0;68106.350953;143.5542;153.8326;125.4992;88.46887;49.12683;16.90104;0;0
310;6373;1;0;0;0;5;2;0;68106.358312;143.6287;153.8941;125.3512;88.52245;49.08101;16.97595;0;0
311;6378;1;0;0;0;5;2;0;68106.366942;143.6287;153.8941;125.3513;88.54016;49.08101;16.97083;0;0
312;6384;1;0;0;0;5;2;0;68106.366963;143.6072;153.8835;125.3513;88.54016;49.36419;16.97083;0;0
313;6388;1;0;0;0;5;2;0;68106.37703;143.5814;153.9216;125.0793;88.41234;48.62757;16.98273;0;0
314;6394;1;0;0;0;5;2;0;68106.37703;143.5814;153.9216;125.0793;88.41234;48.62757;16.98273;0;0
315;6398;1;0;0;0;5;2;0;68106.387112;143.5814;153.9216;125.2169;88.5318;48.62757;17.01238;0;0
316;6404;1;0;0;0;5;2;0;68106.387118;143.5433;153.8462;125.2169;88.5318;49.2137;17.01238;0;0
317;6409;1;0;0;0;5;2;0;68106.397606;143.5999;153.8714;125.5029;88.61236;49.05561;16.98231;0;0
318;6436;1;0;0;0;5;2;0;68106.406366;143.5734;153.9019;125.4977;88.60938;48.87714;16.98724;0;0
319;6440;1;0;0;0;5;2;0;68106.406366;143.5734;153.9019;125.4977;88.60938;48.87714;16.98724;0;0
320;6445;1;0;0;0;5;2;0;68106.429393;143.5995;153.8952;125.3037;88.47156;48.95867;16.95605;0;0
321;6452;1;0;0;0;5;2;0;68106.439633;143.5995;153.8952;125.5369;88.60259;48.95867;16.96696;0;0
322;6457;1;0;0;0;5;2;0;68106.440774;143.4853;153.7146;125.5369;88.60259;50.04865;16.96696;0;0
323;6461;1;0;0;0;5;2;0;68106.449541;143.4853;153.7146;125.5017;88.52266;50.04865;16.93795;0;0
324;6468;1;0;0;0;5;2;0;68106.451925;143.5655;153.882;125.5017;88.52266;49.21002;16.93795;0;0
325;6472;1;0;0;0;5;2;0;68106.45897;143.5655;153.882;125.2904;88.48385;49.21002;16.97162;0;0
326;6477;1;0;0;0;5;2;0;68106.462201;143.6078;153.926;125.2904;88.48385;48.94174;16.97162;0;0
327;6484;1;0;0;0;5;2;0;68106.471859;143.5396;153.7996;125.2167;88.43152;49.39034;16.9636;0;0
328;6489;1;0;0;0;5;2;0;68106.471859;143.5396;153.7996;125.2167;88.43152;49.39034;16.9636;0;0
329;6495;1;0;0;0;5;2;0;68106.482598;143.5936;153.9;125.1986;88.44748;49.04227;16.96375;0;0
330;6500;1;0;0;0;5;2;0;68106.482598;143.5936;153.9;125.1986;88.44748;49.04227;16.96375;0;0
331;6505;1;0;0;0;5;2;0;68106.49234;143.5366;153.8352;125.4796;88.61056;49.41519;16.97677;0;0
332;6510;1;0;0;0;5;2;0;68106.499522;143.5366;153.8352;125.5096;88.49161;49.41519;16.89857;0;0
333;6516;1;0;0;0;5;2;0;68106.501685;143.5994;153.8473;125.5096;88.49161;49.3704;16.89857;0;0
334;6520;1;0;0;0;5;2;0;68106.501685;143.5994;153.8473;125.5096;88.49161;49.3704;16.89857;0;0
335;6525;1;0;0;0;5;2;0;68106.512895;143.5841;153.9429;96;96;48.73176;-0.0635128;0;0
336;6531;1;0;0;0;5;2;0;68106.519204;143.5841;153.9429;125.6453;88.4668;48.73176;16.86569;0;0
337;6536;1;0;0;0;5;2;0;68106.52231;143.5921;153.9479;125.6453;88.4668;48.73941;16.86569;0;0
338;6542;1;0;0;0;5;2;0;68106.527738;143.5921;153.9479;125.6511;88.45029;48.73941;16.86336;0;0
339;6548;1;0;0;0;5;2;0;68106.536719;143.6197;153.9575;125.4231;88.46185;48.83947;16.91426;0;0
340;6552;1;0;0;0;5;2;0;68106.536719;143.6197;153.9575;125.4231;88.46185;48.83947;16.91426;0;0
341;6556;1;0;0;0;5;2;0;68106.541719;143.5166;153.834;125.4231;88.46185;49.27454;16.91426;0;0
342;6563;1;0;0;0;5;2;0;68106.54701;143.5166;153.834;125.2176;88.44383;49.27454;16.96281;0;0
343;6590;1;0;0;0;5;2;0;68106.571888;143.5597;153.8241;125.3686;88.5284;49.35432;16.95894;0;0
344;6595;1;0;0;0;5;2;0;68106.58138;143.5945;153.9942;126.5136;88.53546;48.61411;16.70482;0;0
345;6601;1;0;0;0;5;2;0;68106.58138;143.5945;153.9942;126.5136;88.53546;48.61411;16.70482;0;0
346;6606;1;0;0;0;5;2;0;68106.591235;143.6249;154.04;126.0917;88.52978;48.11604;16.78758;0;0
347;6610;1;0;0;0;5;2;0;68106.600085;143.6249;154.04;125.7734;88.49406;48.11604;16.84523;0;0
348;6616;1;0;0;0;5;2;0;68106.601703;143.5246;153.9729;125.7734;88.49406;48.292;16.84523;0;0
349;6620;1;0;0;0;5;2;0;68106.607606;143.5246;153.9729;125.7794;88.60155;48.292;16.89854;0;0
350;6626;1;0;0;0;5;2;0;68106.61058;143.5689;153.9263;125.7794;88.60155;48.75859;16.89854;0;0
351;6631;1;0;0;0;5;2;0;68106.619584;143.5733;153.8856;125.6815;88.60076;48.97235;16.92701;0;0
352;6636;1;0;0;0;5;2;0;68106.619584;143.5733;153.8856;125.6815;88.60076;48.97235;16.92701;0;0
353;6640;1;0;0;0;5;2;0;68106.629045;143.6275;153.9315;125.6178;88.57574;49.01167;16.93852;0;0
354;6645;1;0;0;0;5;2;0;68106.635255;143.6275;153.9315;125.7768;88.62282;49.01167;16.91979;0;0
355;6651;1;0;0;0;5;2;0;68106.638402;143.6348;153.9329;125.7768;88.62282;49.06367;16.91979;0;0
356;6662;1;0;0;0;5;2;0;68106.647982;143.6552;153.9146;125.6449;88.57898;49.12862;16.93837;0;0
357;6673;1;0;0;0;5;2;0;68106.661788;143.6349;153.948;125.5963;88.52467;49.08124;16.89996;0;0
358;6677;1;0;0;0;5;2;0;68106.666005;143.5706;153.8865;125.5963;88.52467;49.14919;16.89996;0;0
359;6682;1;0;0;0;5;2;0;68106.670653;143.5706;153.8865;125.5281;88.60418;49.14919;16.96976;0;0
360;6688;1;0;0;0;5;2;0;68106.675035;143.6177;153.9303;125.5281;88.60418;48.97397;16.96976;0;0
361;6693;1;0;0;0;5;2;0;68106.679031;143.6177;153.9303;125.6027;88.51614;48.97397;16.91552;0;0
362;6697;1;0;0;0;5;2;0;68106.687239;143.6149;153.9366;125.7615;88.60162;48.81397;16.91955;0;0
363;6703;1;0;0;0;5;2;0;68106.687239;143.6149;153.9366;125.7615;88.60162;48.81397;16.91955;0;0
364;6707;1;0;0;0;5;2;0;68106.695989;143.6102;153.8783;125.6588;88.61398;49.04311;16.92998;0;0
365;6713;1;0;0;0;5;2;0;68106.695989;143.6102;153.8783;125.6588;88.61398;49.04311;16.92998;0;0
366;6718;1;0;0;0;5;2;0;68106.704477;143.6125;153.9232;125.5847;88.47536;48.84584;16.88969;0;0
367;6744;1;0;0;0;5;2;0;68106.713074;143.6296;153.9004;125.2707;88.41816;49.00885;16.9646;0;0
368;6748;1;0;0;0;5;2;0;68106.735678;143.5772;153.8686;125.3699;88.52952;49.23315;16.97152;0;0
369;6754;1;0;0;0;5;2;0;68106.735678;143.5772;153.8686;125.3699;88.52952;49.23315;16.97152;0;0
370;6759;1;0;0;0;5;2;0;68106.746575;143.5213;153.8267;125.4046;88.52007;49.49517;16.95609;0;0
371;6764;1;0;0;0;5;2;0;68106.746575;143.5213;153.8267;125.4046;88.52007;49.49517;16.95609;0;0
372;6770;1;0;0;0;5;2;0;68106.755892;143.6214;153.8941;125.5379;88.60346;49.02151;16.96721;0;0
373;6775;1;0;0;0;5;2;0;68106.763708;143.6214;153.8941;125.4855;88.62342;49.02151;16.98127;0;0
374;6781;1;0;0;0;5;2;0;68106.765964;143.5735;153.9164;125.4855;88.62342;48.65668;16.98127;0;0
375;6786;1;0;0;0;5;2;0;68106.775383;143.5539;153.7873;125.488;88.61797;49.20042;16.98318;0;0
376;6791;1;0;0;0;5;2;0;68106.780487;143.5539;153.7873;125.4814;88.62098;49.20042;16.98605;0;0
377;6796;1;0;0;0;5;2;0;68106.78468;143.5998;153.887;125.4814;88.62098;48.99979;16.98605;0;0
378;6801;1;0;0;0;5;2;0;68106.788623;143.5998;153.887;125.5112;88.56487;48.99979;16.95398;0;0
379;6806;1;0;0;0;5;2;0;68106.793704;143.5847;153.8307;125.5112;88.56487;49.54494;16.95398;0;0
380;6812;1;0;0;0;5;2;0;68106.801046;143.5847;153.8307;125.4933;88.60164;49.54494;16.97439;0;0
381;6817;1;0;0;0;5;2;0;68106.802462;143.5727;153.8405;125.4933;88.60164;49.38487;16.97439;0;0
382;6822;1;0;0;0;5;2;0;68106.811283;143.6262;153.9198;125.2941;88.47393;48.94538;16.96753;0;0
383;6827;1;0;0;0;5;2;0;68106.811283;143.6262;153.9198;125.2941;88.47393;48.94538;16.96753;0;0
384;6833;1;0;0;0;5;2;0;68106.820586;143.6026;153.9198;125.3587;88.51845;48.98935;16.97535;0;0
385;6838;1;0;0;0;5;2;0;68106.82727;143.6026;153.9198;125.7461;88.56892;48.98935;16.89778;0;0
386;6843;1;0;0;0;5;2;0;68106.830591;143.5448;153.9364;125.7461;88.56892;48.78836;16.89778;0;0
387;6848;1;0;0;0;5;2;0;68106.835389;143.5448;153.9364;125.4803;88.44756;48.78836;16.93408;0;0
388;6854;1;0;0;0;5;2;0;68106.840136;143.576;153.9721;125.4803;88.44756;48.43861;16.93408;0;0
389;6858;1;0;0;0;5;2;0;68106.846063;143.576;153.9721;125.4982;88.57296;48.43861;16.96317;0;0
390;6864;1;0;0;0;5;2;0;68106.850055;143.5528;153.8491;125.4982;88.57296;49.18855;16.96317;0;0
391;6870;1;0;0;0;5;2;0;68106.853946;143.5528;153.8491;125.2783;88.49106;49.18855;16.9677;0;0
392;6898;1;0;0;0;5;2;0;68106.880461;143.6403;153.9041;125.4367;88.57187;48.98406;16.97405;0;0
393;6902;1;0;0;0;5;2;0;68106.887937;143.6355;153.9349;125.5205;88.61452;48.75306;16.96608;0;0
394;6907;1;0;0;0;5;2;0;68106.887937;143.6355;153.9349;125.5205;88.61452;48.75306;16.96608;0;0
395;6913;1;0;0;0;5;2;0;68106.897614;143.6249;153.9148;125.2895;88.49041;48.94189;16.97027;0;0
396;6919;1;0;0;0;5;2;0;68106.906511;143.5448;153.8541;125.5029;88.61236;48.97803;16.98231;0;0
397;6924;1;0;0;0;5;2;0;68106.906511;143.5448;153.8541;125.5029;88.61236;48.97803;16.98231;0;0
398;6929;1;0;0;0;5;2;0;68106.918468;143.5448;153.8541;125.4219;88.50822;48.97803;16.94414;0;0
399;6935;1;0;0;0;5;2;0;68106.918472;143.6404;153.9806;125.4219;88.50822;48.50215;16.94414;0;0
400;6940;1;0;0;0;5;2;0;68106.928363;143.5986;153.8967;125.4384;88.55402;48.78599;16.98241;0;0
401;6945;1;0;0;0;5;2;0;68106.928363;143.5986;153.8967;125.4384;88.55402;48.78599;16.98241;0;0
402;6951;1;0;0;0;5;2;0;68106.938504;143.5986;153.8967;125.1592;88.38036;48.78599;16.95592;0;0
403;6956;1;0;0;0;5;2;0;68106.938936;143.4095;153.7413;125.1592;88.38036;49.69827;16.95592;0;0
404;6961;1;0;0;0;5;2;0;68106.948773;143.4095;153.7413;125.4734;88.56205;49.69827;16.96145;0;0
405;6968;1;0;0;0;5;2;0;68106.957596;143.614;153.8664;125.3106;88.46816;48.91716;16.9527;0;0
406;6973;1;0;0;0;5;2;0;68106.957596;143.614;153.8664;125.3106;88.46816;48.91716;16.9527;0;0
407;6978;1;0;0;0;5;2;0;68106.967558;143.6227;154.0227;125.5423;88.47188;48.2861;16.88303;0;0
408;6986;1;0;0;0;5;2;0;68106.972796;143.6379;153.9655;125.5423;88.47188;48.88257;16.88303;0;0
409;6990;1;0;0;0;5;2;0;68106.977101;143.6379;153.9655;125.8308;88.49275;48.88257;16.82192;0;0
410;6995;1;0;0;0;5;2;0;68106.977101;143.6379;153.9655;125.8308;88.49275;48.88257;16.82192;0;0
411;7000;1;0;0;0;5;2;0;68106.985946;143.5965;154.0232;125.6456;88.44563;48.12926;16.85358;0;0
412;7005;1;0;0;0;5;2;0;68106.985946;143.5965;154.0232;125.6456;88.44563;48.12926;16.85358;0;0
413;7010;1;0;0;0;5;2;0;68106.993897;143.621;153.9684;125.4699;88.4558;48.67445;16.88888;0;0
414;7016;1;0;0;0;5;2;0;68107.003982;143.5896;153.9299;125.2167;88.43152;0;16.9636;0;0
415;7021;1;0;0;0;5;2;0;68107.003982;143.6175;153.9425;125.2167;88.43152;49.03157;16.9636;0;0
416;7048;1;0;0;0;5;2;0;68107.038527;143.5896;153.8508;125.2817;88.509;49.31139;16.9482;0;0
417;7053;1;0;0;0;5;2;0;68107.038527;143.5896;153.8508;125.2817;88.509;49.31139;16.9482;0;0
418;7057;1;0;0;0;5;2;0;68107.046746;143.6441;153.9136;125.3416;88.52291;49.04824;16.97613;0;0
419;7063;1;0;0;0;5;2;0;68107.046746;143.6441;153.9136;125.3416;88.52291;49.04824;16.97613;0;0
420;7068;1;0;0;0;5;2;0;68107.05529;143.5506;153.86;125.5029;88.61236;49.42995;16.98231;0;0
421;7074;1;0;0;0;5;2;0;68107.05529;143.5506;153.86;125.5029;88.61236;49.42995;16.98231;0;0
422;7080;1;0;0;0;5;2;0;68107.064476;143.6134;153.9111;125.282;88.48109;49.07553;16.96359;0;0
423;7085;1;0;0;0;5;2;0;68107.073975;143.6134;153.9111;125.2843;88.49429;49.07553;16.9629;0;0
424;7091;1;0;0;0;5;2;0;68107.075388;143.5757;153.8404;125.2843;88.49429;49.25655;16.9629;0;0
425;7096;1;0;0;0;5;2;0;68107.084622;143.5757;153.8404;125.7236;88.55489;49.25655;16.88203;0;0
426;7102;1;0;0;0;5;2;0;68107.085074;143.6165;153.8746;125.7236;88.55489;48.91644;16.88203;0;0
427;7107;1;0;0;0;5;2;0;68107.093765;143.6165;153.8746;125.612;88.50716;48.91644;16.90645;0;0
428;7113;1;0;0;0;5;2;0;68107.095694;143.6248;153.92;125.612;88.50716;48.97606;16.90645;0;0
429;7118;1;0;0;0;5;2;0;68107.105462;143.5944;153.8822;125.4022;88.43955;49.1969;16.90083;0;0
430;7123;1;0;0;0;5;2;0;68107.111625;143.5944;153.8822;125.4932;88.62096;49.1969;16.97826;0;0
431;7128;1;0;0;0;5;2;0;68107.115668;143.5658;153.8442;125.4932;88.62096;49.35116;16.97826;0;0
432;7135;1;0;0;0;5;2;0;68107.119945;143.5658;153.8442;125.2714;88.49447;49.35116;16.97111;0;0
433;7139;1;0;0;0;5;2;0;68107.129049;143.6182;153.8992;125.4328;88.556;49.16023;16.97711;0;0
434;7144;1;0;0;0;5;2;0;68107.129049;143.6182;153.8992;125.4328;88.556;49.16023;16.97711;0;0
435;7150;1;0;0;0;5;2;0;68107.13778;143.4883;153.794;125.7373;88.41628;49.5379;16.83156;0;0
436;7155;1;0;0;0;5;2;0;68107.13778;143.4883;153.794;125.7373;88.41628;49.5379;16.83156;0;0
437;7161;1;0;0;0;5;2;0;68107.146588;143.5227;153.826;125.7817;88.59544;49.10813;16.90529;0;0
438;7167;1;0;0;0;5;3;0;68107.15471;143.5867;153.8451;125.7734;88.49406;49.20298;16.84523;0;0
439;7174;1;0;0;0;5;3;0;68107.15471;143.5867;153.8451;125.7734;88.49406;49.20298;16.84523;0;0
440;7203;1;0;0;0;5;3;0;68107.19107;143.5618;153.8673;125.6256;88.6021;49.27556;16.9622;0;0
441;7207;1;0;0;0;5;3;0;68107.193546;143.6211;153.9934;125.6256;88.6021;48.46525;16.9622;0;0
442;7213;1;0;0;0;5;3;0;68107.200727;143.6211;153.9934;125.3584;88.48982;48.46525;16.95766;0;0
443;7218;1;0;0;0;5;3;0;68107.204004;143.576;153.9464;125.3584;88.48982;48.76086;16.95766;0;0
444;7223;1;0;0;0;5;3;0;68107.208951;143.576;153.9464;125.3975;88.52311;48.76086;16.95931;0;0
445;7228;1;0;0;0;5;3;0;68107.214766;143.5607;153.8973;125.3975;88.52311;49.12149;16.95931;0;0
446;7235;1;0;0;0;5;3;0;68107.218901;143.5607;153.8973;125.2851;88.42692;49.12149;16.957;0;0
447;7238;1;0;0;0;5;3;0;68107.226611;143.5876;153.8265;125.269;88.48129;49.54496;16.97177;0;0
448;7244;1;0;0;0;5;3;0;68107.226611;143.5876;153.8265;125.269;88.48129;49.54496;16.97177;0;0
449;7250;1;0;0;0;5;3;0;68107.235605;143.6224;153.9955;125.4398;88.37479;48.35845;16.87337;0;0
450;7254;1;0;0;0;5;3;0;68107.235605;143.6224;153.9955;125.4398;88.37479;48.35845;16.87337;0;0
451;7259;1;0;0;0;5;3;0;68107.247965;143.5971;153.8889;125.3561;88.51664;49.11991;16.97819;0;0
452;7265;1;0;0;0;5;3;0;68107.247965;143.5971;153.8889;125.3561;88.51664;49.11991;16.97819;0;0
453;7269;1;0;0;0;5;3;0;68107.2575;143.6028;153.9933;125.6734;88.61726;48.31469;16.94276;0;0
454;7274;1;0;0;0;5;3;0;68107.2575;143.6028;153.9933;125.6734;88.61726;48.31469;16.94276;0;0
455;7279;1;0;0;0;5;3;0;68107.268474;143.4801;153.812;125.6249;88.50397;49.39437;16.88789;0;0
456;7284;1;0;0;0;5;3;0;68107.268474;143.4801;153.812;125.6249;88.50397;49.39437;16.88789;0;0
457;7289;1;0;0;0;5;3;0;68107.276886;143.6331;153.9141;125.2521;88.43382;49.06579;16.94704;0;0
458;7295;1;0;0;0;5;3;0;68107.276886;143.6331;153.9141;125.2521;88.43382;49.06579;16.94704;0;0
459;7299;1;0;0;0;5;3;0;68107.287843;143.6276;153.9899;125.3585;88.5371;48.47287;16.96751;0;0
460;7303;1;0;0;0;5;3;0;68107.287843;143.6276;153.9899;125.3585;88.5371;48.47287;16.96751;0;0
461;7308;1;0;0;0;5;3;0;68107.297217;143.627;153.9546;125.409;88.42354;48.69117;16.89812;0;0
462;7324;1;0;0;0;5;3;0;68107.312524;143.5988;153.9336;96;96;48.92945;-0.0635128;0;0
463;7332;1;0;0;0;5;3;0;68107.321812;143.6236;153.9355;125.4603;88.54956;48.84372;16.96489;0;0
464;7370;1;0;0;0;5;3;0;68107.355399;143.5652;153.8743;125.7496;88.59433;49.29658;16.9188;0;0
465;7374;1;0;0;0;5;3;0;68107.364399;143.5652;153.8743;125.512;88.49772;49.29658;16.92281;0;0
466;7378;1;0;0;0;5;3;0;68107.365877;143.6042;153.9034;125.512;88.49772;48.90817;16.92281;0;0
467;7384;1;0;0;0;5;3;0;68107.372711;143.6042;153.9034;125.2099;88.43512;48.90817;16.96718;0;0
